,date,composition
0,2017-01-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, ENDP, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IFF, ILMN, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REGN, RF, RIG, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
1,2017-02-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, ENDP, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REGN, RF, RIG, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
2,2017-03-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBOE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, ENDP, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INCY, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REGN, RF, RIG, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
3,2017-04-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AMD, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARE, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBOE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DISH, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INCY, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REG, REGN, RF, RIG, RJF, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SNPS, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
4,2017-05-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AMD, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARE, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBOE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DISH, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, DXC, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INCY, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, IT, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REG, REGN, RF, RIG, RJF, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SNPS, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
5,2017-06-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALK, ALL, ALLE, ALXN, AMAT, AMD, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, AON, APA, APD, APH, APTV, ARE, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBOE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DISH, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, DXC, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INCY, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, IT, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MJN, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, REG, REGN, RF, RIG, RJF, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SNPS, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDC, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YHOO, YUM, ZBH, ZTS"
6,2017-07-01,"A, AAL, AAP, AAPL, ABBV, ABK, ABT, ACN, ADBE, ADI, ADM, ADP, ADS, ADSK, ADT, AEE, AEP, AES, AFL, AGN, AIG, AIZ, AJG, AKAM, AKS, ALB, ALGN, ALK, ALL, ALLE, ALXN, AMAT, AMD, AME, AMG, AMGN, AMP, AMT, AMZN, ANR, ANSS, AON, APA, APD, APH, APTV, ARE, ARG, ARNC, ATVI, AVB, AVGO, AVY, AWK, AXP, AYE, AYI, AZO, BA, BAC, BALL, BAX, BBY, BDX, BEN, BF.B, BIIB, BK, BKNG, BKR, BLK, BMY, BRK.B, BSX, BWA, BXLT, BXP, C, CAG, CAH, CAT, CB, CBE, CBOE, CBRE, CCI, CCL, CERN, CF, CFG, CHD, CHRW, CHTR, CI, CINF, CL, CLF, CLX, CMCSA, CMCSK, CME, CMG, CMI, CMS, CNC, CNP, COF, COG, COO, COP, COR, COST, COTY, COV, CPAY, CPB, CPGX, CPWR, CRM, CSCO, CSRA, CSX, CTAS, CTRA, CTSH, CVC, CVG, CVS, CVX, CXO, D, DAL, DAY, DE, DFS, DG, DGX, DHI, DHR, DIS, DISCK, DISH, DLPH, DLR, DLTR, DOC, DOV, DRI, DTE, DUK, DVA, DVN, DXC, EA, EBAY, ECL, ED, EFX, EG, EIX, EL, ELV, EMN, EMR, EOG, EQIX, EQR, ES, ESRX, ESS, ESV, ETN, ETR, EVHC, EW, EXC, EXPD, EXPE, EXR, F, FAST, FB, FBHS, FCX, FDX, FE, FFIV, FI, FIS, FITB, FL, FMC, FOSL, FOX, FOXA, FRT, FSR, FTI, FTV, GAS, GD, GE, GEN, GGP, GILD, GIS, GL, GLW, GM, GMCR, GME, GOOG, GOOGL, GPC, GPN, GRMN, GS, GWW, HAL, HAS, HBAN, HBI, HCA, HD, HES, HIG, HLT, HOLX, HON, HP, HPE, HPQ, HRL, HRS, HSIC, HST, HSY, HUM, IBM, ICE, IDXX, IFF, ILMN, INCY, INFO, INTC, INTU, IP, IPG, IQV, IR, IRM, ISRG, IT, ITW, IVZ, J, JBHT, JCI, JDSU, JEC, JNJ, JNPR, JOYG, JPM, K, KEY, KFT, KHC, KIM, KLAC, KMB, KMI, KMX, KO, KORS, KR, KRFT, KSU, L, LEN, LH, LHX, LIN, LKQ, LLY, LMT, LNT, LO, LOW, LRCX, LUK, LUV, LVLT, LYB, MA, MAA, MAC, MAR, MAS, MCD, MCHP, MCK, MCO, MDLZ, MDT, MEE, MET, META, MHK, MKC, MLM, MMC, MMM, MNK, MNST, MO, MOS, MPC, MRK, MRO, MS, MSFT, MSI, MTB, MTD, MU, NAVI, NDAQ, NEE, NEM, NFLX, NFX, NI, NKE, NLSN, NOC, NRG, NSC, NTAP, NTRS, NUE, NVDA, NWS, NWSA, O, OI, OKE, OMC, ORCL, ORLY, OXY, PARA, PAYX, PCAR, PCLN, PCS, PEG, PEP, PETM, PFE, PFG, PG, PGR, PH, PHM, PLD, PM, PNC, PNR, PNW, PPG, PPL, PRGO, PRU, PSA, PSX, PVH, PWR, PYPL, QCOM, QEP, QRVO, RCL, RE, REG, REGN, RF, RIG, RJF, RL, ROK, ROP, ROST, RRC, RSG, RTX, RVTY, SAI, SBL, SBUX, SCHW, SHW, SIG, SJM, SLB, SLG, SNA, SNPS, SO, SPG, SPGI, SRE, STT, STX, STZ, SW, SWK, SWKS, SYF, SYK, SYY, TAP, TDG, TEL, TFC, TGT, TJX, TMO, TPR, TRIP, TROW, TRV, TSCO, TSN, TSO, TT, TXN, TXT, TYC, UA, UAL, UDR, UHS, ULTA, UNH, UNP, UPS, URI, USB, V, VLO, VMC, VRSK, VRSN, VRTX, VTR, VTRS, VZ, WAT, WBA, WBD, WDC, WEC, WELL, WFC, WLP, WLTW, WM, WMB, WMT, WPX, WTW, WY, WYNN, XEC, XEL, XOM, XYL, YUM, ZBH, ZTS"
